                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     77,                  1.016,                0.58042,                 1.1804,                0.84373,                0.78899,                  0.816,                0.52689,                 1.2459,                0.84439,                 1.2111,             0.00049911,             0.00049911,             0.00049911
                     78,                 1.0041,                0.58346,                 1.1604,                0.86929,                0.76606,                0.82891,                0.53128,                 1.3033,                0.79807,                 1.2289,             0.00049629,             0.00049629,             0.00049629
                     79,                 1.0146,                0.57453,                 1.1563,                0.87644,                0.78899,                0.83364,                0.54148,                 1.2267,                0.77519,                 1.1996,             0.00049346,             0.00049346,             0.00049346
                     80,                0.98904,                 0.5617,                 1.1519,                0.90321,                0.77064,                0.83635,                 0.5413,                 1.2307,                0.80372,                 1.2089,             0.00049063,             0.00049063,             0.00049063
                     81,                  1.013,                0.55189,                 1.1683,                0.90203,                 0.7602,                0.84266,                0.55379,                  1.191,                0.77298,                 1.1624,              0.0004878,              0.0004878,              0.0004878
                     82,                 1.0139,                0.55432,                 1.1608,                0.88867,                0.75229,                0.81742,                0.53799,                 1.2312,                0.80488,                 1.2054,             0.00048498,             0.00048498,             0.00048498
                     83,                 1.0126,                0.56619,                 1.1506,                0.87345,                0.76606,                0.82103,                0.54826,                 1.2109,                0.79592,                 1.2043,             0.00048215,             0.00048215,             0.00048215
                     84,                0.96142,                 0.5304,                 1.1347,                 0.8904,                0.74532,                0.80722,                0.52831,                  1.241,                0.82594,                 1.2141,             0.00047932,             0.00047932,             0.00047932
                     85,                0.96865,                0.54135,                 1.1253,                0.90447,                 0.7844,                0.84099,                0.55515,                 1.2305,                0.74073,                 1.2136,              0.0004765,              0.0004765,              0.0004765
                     86,                 1.0017,                0.57659,                  1.156,                 0.8761,                0.72936,                0.80371,                0.53048,                 1.2356,                 0.8377,                 1.2136,             0.00047367,             0.00047367,             0.00047367
                     87,                0.97083,                 0.5394,                 1.1324,                0.85203,                0.81193,                0.84433,                0.55939,                  1.209,                0.80914,                 1.1961,             0.00047084,             0.00047084,             0.00047084
                     88,                0.95533,                0.52393,                 1.1198,                0.87965,                0.77116,                0.83566,                 0.5605,                 1.2039,                0.77363,                 1.1935,             0.00046801,             0.00046801,             0.00046801
                     89,                0.93979,                0.53305,                 1.1098,                0.84102,                0.82505,                 0.8403,                0.55488,                 1.2416,                0.78633,                 1.1956,             0.00046519,             0.00046519,             0.00046519
                     90,                0.94859,                0.53428,                 1.1364,                0.88275,                0.75982,                0.82349,                 0.5485,                 1.2328,                0.83406,                 1.2123,             0.00046236,             0.00046236,             0.00046236
                     91,                0.95038,                0.52922,                 1.1315,                0.85987,                0.77982,                0.84137,                0.54349,                 1.2677,                0.77335,                 1.2361,             0.00045953,             0.00045953,             0.00045953
                     92,                0.93954,                0.51954,                 1.1149,                0.89003,                0.77982,                0.84195,                0.54311,                 1.2627,                0.79714,                 1.2486,              0.0004567,              0.0004567,              0.0004567
                     93,                0.92601,                0.52374,                 1.1175,                0.89229,                0.80275,                 0.8464,                0.56546,                 1.2124,                0.77502,                 1.2056,             0.00045388,             0.00045388,             0.00045388
                     94,                0.92496,                0.51475,                 1.1154,                0.88902,                0.81193,                0.82915,                0.53943,                 1.2516,                0.79477,                 1.2304,             0.00045105,             0.00045105,             0.00045105
                     95,                0.90139,                 0.5103,                 1.1124,                0.86219,                0.80734,                0.84186,                0.54761,                 1.2894,                0.80131,                 1.2491,             0.00044822,             0.00044822,             0.00044822
                     96,                0.93013,                0.50859,                   1.12,                0.90432,                0.76606,                0.83169,                0.53731,                 1.2909,                0.81412,                 1.2358,             0.00044539,             0.00044539,             0.00044539
                     97,                0.92715,                0.50918,                 1.1138,                0.89301,                0.75229,                0.81507,                0.54363,                 1.2394,                0.78846,                 1.2341,             0.00044257,             0.00044257,             0.00044257
                     98,                 0.9266,                0.52192,                 1.0967,                0.87499,                0.77523,                0.83131,                 0.5544,                 1.2487,                0.80372,                 1.2378,             0.00043974,             0.00043974,             0.00043974
                     99,                 0.8936,                0.50252,                  1.098,                0.88007,                0.77064,                0.81863,                0.53547,                  1.242,                0.79266,                 1.2525,             0.00043691,             0.00043691,             0.00043691
                    100,                0.91407,                0.50559,                 1.1069,                0.89033,                0.78207,                0.85096,                 0.5666,                 1.1956,                0.75474,                 1.1878,             0.00043408,             0.00043408,             0.00043408
                    101,                 0.8819,                0.48466,                 1.0951,                0.92219,                 0.7844,                0.84588,                 0.5373,                 1.3137,                0.80053,                 1.2594,             0.00043126,             0.00043126,             0.00043126
                    102,                0.89059,                0.50851,                 1.0944,                0.86037,                0.79358,                0.83882,                0.56057,                 1.2177,                0.73857,                 1.2002,             0.00042843,             0.00042843,             0.00042843
                    103,                0.90992,                 0.5217,                 1.1039,                0.89068,                0.79358,                0.82881,                0.53912,                 1.2546,                0.73425,                 1.2458,              0.0004256,              0.0004256,              0.0004256
                    104,                0.88609,                0.50162,                 1.1021,                0.90873,                0.77643,                0.83708,                0.54515,                 1.2324,                0.75129,                 1.2202,             0.00042277,             0.00042277,             0.00042277
                    105,                0.86639,                0.48443,                 1.1008,                0.88926,                0.77355,                0.83465,                0.54372,                 1.2402,                0.75845,                 1.2268,             0.00041995,             0.00041995,             0.00041995
                    106,                0.87038,                0.48763,                 1.0947,                0.87756,                0.78909,                0.83551,                0.54643,                 1.2232,                0.76347,                 1.2105,             0.00041712,             0.00041712,             0.00041712
                    107,                0.85802,                0.49734,                 1.0841,                0.84338,                0.81515,                0.82524,                0.54443,                 1.2329,                0.78092,                  1.226,             0.00041429,             0.00041429,             0.00041429
                    108,                0.85506,                0.49084,                 1.0933,                0.89724,                0.76099,                0.82516,                0.55007,                 1.2219,                0.77128,                 1.2248,             0.00041146,             0.00041146,             0.00041146
                    109,                0.87769,                 0.4826,                 1.0731,                0.87826,                0.80275,                0.84863,                0.55713,                 1.2206,                0.73499,                 1.2158,             0.00040864,             0.00040864,             0.00040864
                    110,                0.87542,                0.47961,                 1.0742,                0.90008,                0.77523,                0.83522,                0.55547,                 1.2213,                0.76842,                 1.2151,             0.00040581,             0.00040581,             0.00040581
                    111,                 0.8824,                0.48955,                 1.0821,                0.86144,                0.80734,                0.83773,                0.56246,                 1.1816,                0.76824,                 1.2062,             0.00040298,             0.00040298,             0.00040298
                    112,                0.87924,                0.48308,                 1.0793,                0.89423,                0.79358,                0.83588,                 0.5335,                 1.2701,                0.80274,                 1.2463,             0.00040015,             0.00040015,             0.00040015
