                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    129,                 2.1724,                 1.2963,                 2.4639,                0.89945,                0.83003,                 0.9047,                 0.5497,                 2.7416,                 1.3966,                 2.9422,              0.0003104,              0.0003104,              0.0003104
                    130,                 2.2275,                 1.3111,                 2.4955,                0.83376,                0.87901,                0.89433,                0.54826,                  2.757,                 1.4264,                 2.9776,              0.0002972,              0.0002972,              0.0002972
                    131,                 2.1877,                  1.339,                 2.4483,                0.85927,                 0.8866,                0.91015,                0.54581,                 2.7223,                 1.4188,                 2.9275,               0.000284,               0.000284,               0.000284
                    132,                 2.1721,                 1.2787,                 2.4524,                0.91008,                0.83505,                0.88982,                0.55316,                 2.6922,                 1.4336,                 2.9444,              0.0002708,              0.0002708,              0.0002708
                    133,                 2.1387,                  1.242,                 2.4176,                0.87155,                0.84536,                 0.9051,                0.55364,                 2.6851,                    1.4,                 2.9269,              0.0002576,              0.0002576,              0.0002576
                    134,                 2.1219,                 1.2045,                 2.4261,                0.88626,                0.88369,                0.90502,                0.54632,                 2.8125,                 1.4565,                 3.0084,              0.0002444,              0.0002444,              0.0002444
                    135,                 2.2049,                 1.3104,                 2.4678,                0.92465,                0.85567,                0.91583,                0.56406,                 2.6989,                 1.4262,                 2.9203,              0.0002312,              0.0002312,              0.0002312
                    136,                 2.1462,                  1.233,                  2.442,                0.88425,                0.86633,                0.91328,                0.56002,                 2.7292,                 1.3675,                 2.9338,               0.000218,               0.000218,               0.000218
                    137,                 2.1142,                  1.244,                 2.4278,                0.88604,                0.84536,                0.89914,                0.54603,                 2.7768,                 1.4353,                 2.9451,              0.0002048,              0.0002048,              0.0002048
                    138,                 2.1165,                 1.2467,                 2.4514,                0.92122,                0.84385,                0.91191,                0.56434,                 2.7382,                  1.327,                 2.9369,              0.0001916,              0.0001916,              0.0001916
                    139,                 2.0824,                 1.2165,                  2.397,                0.93882,                0.79381,                0.90016,                0.56848,                 2.6791,                 1.4153,                 2.9342,              0.0001784,              0.0001784,              0.0001784
                    140,                 2.0965,                 1.2045,                 2.4146,                0.85937,                0.86598,                0.89835,                 0.5645,                 2.7193,                  1.432,                  2.985,              0.0001652,              0.0001652,              0.0001652
                    141,                 1.9658,                0.99693,                 2.3264,                0.89939,                0.83505,                0.89296,                0.56889,                 2.7413,                 1.4058,                 3.0433,               0.000152,               0.000152,               0.000152
                    142,                 1.9351,                0.93833,                 2.2943,                0.89646,                0.79381,                0.89003,                0.55155,                 2.7534,                 1.4087,                 3.0198,              0.0001388,              0.0001388,              0.0001388
                    143,                 1.9157,                0.95509,                 2.3151,                0.90329,                0.86598,                0.91613,                0.57696,                 2.6693,                 1.3901,                 2.9501,              0.0001256,              0.0001256,              0.0001256
                    144,                 1.9186,                0.95485,                 2.3014,                0.92113,                0.84281,                0.91123,                0.55858,                 2.7481,                 1.3995,                  2.952,              0.0001124,              0.0001124,              0.0001124
                    145,                 1.8847,                0.92353,                 2.2581,                0.87648,                0.87786,                0.92085,                0.56695,                 2.7206,                 1.3529,                   2.97,               9.92e-05,               9.92e-05,               9.92e-05
                    146,                  1.867,                0.89686,                 2.2818,                0.85077,                0.85567,                0.90317,                0.56018,                 2.7495,                 1.4078,                 2.9721,                8.6e-05,                8.6e-05,                8.6e-05
                    147,                 1.8683,                 0.8973,                 2.2877,                0.89173,                0.84911,                0.90235,                0.56231,                  2.731,                 1.4089,                 2.9494,               7.28e-05,               7.28e-05,               7.28e-05
                    148,                 1.8446,                0.91852,                 2.2478,                 0.8741,                0.85567,                0.90647,                0.56735,                 2.7006,                 1.3817,                 2.9166,               5.96e-05,               5.96e-05,               5.96e-05
                    149,                  1.826,                0.88433,                 2.2515,                0.87151,                0.83911,                0.90535,                0.57184,                  2.695,                 1.3684,                 2.9376,               4.64e-05,               4.64e-05,               4.64e-05
